REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SC","TM02","CONLPG","LPG",2043,0.000213333326506667
"SC","TM02","CONLPG","LPG",2044,0.000218666659669334
"SC","TM02","CONLPG","LPG",2045,0.000218666659669334
"SC","TM02","CONLPG","LPG",2046,0.000218666659669334
"SC","TM02","CONLPG","LPG",2047,0.000223999992832
"SC","TM02","CONLPG","LPG",2048,0.000223999992832
"SC","TM02","CONLPG","LPG",2049,0.000223999992832
"SC","TM02","CONLPG","LPG",2050,0.000229333325994667
"SC","TM03","PWRDIE","DSL",2019,0.16499999472
"SC","TM03","PWRDIE","DSL",2020,0.164636106625859
"SC","TM03","PWRDIE","DSL",2021,0.163704305284789
"SC","TM03","PWRDIE","DSL",2022,0.16499999472
"SC","TM03","PWRDIE","DSL",2023,0.170350928048771
"SC","TM03","PWRDIE","DSL",2024,0.174484484816496
"SC","TM03","PWRDIE","DSL",2025,0.174484484816496
"SC","TM03","PWRDIE","DSL",2026,0.174484484816496
"SC","TM03","PWRDIE","DSL",2027,0.23091990808636
"SC","TM03","PWRDIE","DSL",2028,0.230999992608
"SC","TM03","PWRDIE","DSL",2030,0.230999992608
"SC","TM03","PWRDIE","DSL",2032,0.230999992608
"SC","TM03","PWRDIE","DSL",2033,0.230999992608
"SC","TM03","PWRDIE","DSL",2034,0.0659999978879997
"SC","TM03","PWRDIE","DSL",2035,0.0659999978879997
"SC","TM03","PWRDIE","DSL",2036,0.0659999978880143
"SC","TM03","PWRWND","WND",2019,0.00013091191327239
"SC","TM03","PWRWND","WND",2022,0.00270462027440468
"SC","TM03","PWRWND","WND",2023,0.00210350173155448
"SC","TM03","PWRWND","WND",2024,0.0269865982905445
"SC","TM03","PWRWND","WND",2029,0.0453346148551689
"SC","TM03","PWRWND","WND",2030,0.0496450313394048
"SC","TM03","PWRWND","WND",2031,0.0476610082325967
"SC","TM03","PWRWND","WND",2033,0.038188485645696
"SC","TM03","PWRWND","WND",2034,0.038188485645696
"SC","TM03","PWRWND","WND",2035,0.038188485645696
"SC","TM03","PWRWND","WND",2036,0.038188485645696
"SC","TM03","PWRWND","WND",2037,0.038188485645696
"SC","TM03","PWRWND","WND",2038,0.038188485645696
"SC","TM03","PWRWND","WND",2039,0.038188485645696
"SC","TM03","PWRWND","WND",2040,0.038188485645696
